"","Cancer","Stroma","Ductal"
"6x2",0.944198989293193,0.0388304580502392,0.016970552656568
"6x3",0.96141052972059,0.0115238239324972,0.0270656463469131
"6x4",0.960704020471555,0.00728627299048152,0.0320097065379633
"6x5",0.923959142728476,0.0600179249663236,0.0160229323052006
"6x8",0.899808367801176,0.0117805201348937,0.0884111120639305
"6x9",0.959049847381065,0.0241259686887558,0.0168241839301788
"6x10",0.947095911832975,0.0219299799595729,0.0309741082074516
"6x11",0.896676043564625,0.0222532282591549,0.0810707281762199
"6x12",0.948996539214007,0.0480429908516454,0.00296046993434726
"6x13",0.958288337901645,0,0.0417116620983546
"6x15",0.991924484149721,0.00807551585027899,0
"6x16",0.973315960389968,0.0263203086955968,0.000363730914434649
"6x17",0.940452594459949,0.028717943863298,0.030829461676753
"6x19",0.826117974874173,0.0982310290184212,0.075650996107406
"6x20",0.836896038861483,0.0284375540332164,0.134666407105301
"6x21",0.804608661840006,0.11783855417267,0.0775527839873239
"6x22",0.762782586021433,0.209616472446925,0.0276009415316417
"6x23",0.412708751514777,0.562315266481176,0.0249759820040468
"6x24",0.60697031119808,0.238267022823421,0.154762665978498
"6x25",0.382012436541109,0.427015771904425,0.190971791554466
"6x26",0.331534970734833,0.520039757510998,0.148425271754169
"6x27",0.388123662083265,0.453886884924575,0.15798945299216
"6x28",0.430625043196872,0.404956517656271,0.164418439146857
"6x29",0.312759798462606,0.41697929001516,0.270260911522234
"6x30",0.358935694357806,0.471855058605994,0.1692092470362
"6x31",0.461159724712865,0.46273581275393,0.0761044625332049
"6x32",0.0702061903514941,0.693092834557471,0.236700975091035
"6x33",0.23127612305802,0.616008329995772,0.152715546946207
"6x34",0.216522021889753,0.613425473113263,0.170052504996984
"6x35",0.3557541562812,0.444086291335797,0.200159552383003
"6x36",0.325151365508264,0.595019908941546,0.0798287255501891
"6x37",0.310899460638717,0.492094623117326,0.197005916243958
"6x38",0.228893414903159,0.522374920156961,0.24873166493988
"6x39",0.562838727029144,0.354993151007869,0.082168121962987
"6x40",0.249915823478458,0.547953512630088,0.202130663891453
"6x41",0.182960777487725,0.626897567300951,0.190141655211324
"6x42",0.282978705289358,0.514898762404361,0.202122532306281
"6x43",0.115981983772974,0.481268352231944,0.402749663995081
"6x44",0.431385640609055,0.450451649876167,0.118162709514778
"6x45",0.351954007774102,0.442810230505346,0.205235761720552
"6x46",0.179605077439886,0.617405978116637,0.202988944443477
"6x47",0.248676640202228,0.522433210496806,0.228890149300965
"6x48",0.38460329352304,0.466717673990147,0.148679032486814
"6x49",0.382667735415176,0.465810322911772,0.151521941673052
"7x0",0.846636113720672,0.00455673949477829,0.148807146784549
"7x1",0.63226917638243,0.329758035583365,0.0379727880342043
"7x2",0.971949299645228,0.0112172712434622,0.0168334291113096
"7x5",0.995237371906667,0.00476262809333324,0
"7x6",0.956675346878636,0.0133049592667995,0.030019693854564
"7x7",0.966361025914854,0.0072782297154855,0.0263607443696605
"7x8",0.942922779594762,0.00222909489208557,0.0548481255131529
"7x9",0.931880380893534,0.0127649933232492,0.055354625783217
"7x10",0.947223029789499,0.0046263720039491,0.0481505982065521
