,Cancer,Ductal,Macrophages,Mast,Monocytes,mDCs
4x38,0.30715388,0.50070995,0.013521966,0.044386424,0.004462176,0.12976563
4x39,0.14893991,0.5356801,0.0053197397,0.00018110887,0.010766575,0.29911256
4x40,0.19135493,0.21804167,0.0069718026,0.10960995,0.014899035,0.45912263
4x41,0.25225833,0.40352598,0.02357609,0.13071877,0.014289686,0.1756311
4x42,0.1497383,0.41096947,0.05945379,0.0002323487,0.030494545,0.3491116
4x43,0.2897484,0.3369724,0.029102951,0.00021914876,0.01083323,0.3331239
4x44,0.18379745,0.24105892,0.037790973,0.00035138222,0.017429702,0.51957154
4x45,0.26290601,0.45175296,0.034950823,0.00023498658,0.027538626,0.2226166
4x46,0.29608023,0.3260091,0.03162304,0.00029357336,0.03170639,0.31428766
4x47,0.23735146,0.3766127,0.034558997,0.00025534176,0.051782668,0.2994388
4x48,0.11926939,0.40748242,0.042800263,0.0003333151,0.0072642798,0.4228503
4x49,0.23832192,0.4490973,0.09387328,0.07686894,0.05310346,0.088735156
5x0,0.45684525,0.42797738,0.011867097,0.00023819867,0.0009950787,0.10207695
5x1,0.4911218,0.3556697,0.0038599938,0.0003696338,0.006633839,0.14234504
5x2,0.4405751,0.5580629,0.0004586167,0.00014691046,0.0003974427,0.0003590095
5x3,0.5858437,0.4020182,0.010832704,0.00013405085,0.0003344097,0.0008369386
5x4,0.5280575,0.4706731,0.00045721704,0.0001938685,0.0002041425,0.00041410894
5x5,0.63615537,0.3583772,0.0026209368,0.00014129447,0.00029521136,0.0024099338
5x7,0.6218099,0.37241554,0.004338969,9.424642e-05,0.00038379864,0.00095754134
5x8,0.48090088,0.5175939,0.0005444363,0.00016407327,0.00023305314,0.0005636306
5x9,0.60505354,0.39370614,0.0005296812,9.8281074e-05,0.00023704105,0.0003752816
5x10,0.57112354,0.42613542,0.00051769265,5.6027828e-05,0.00037766842,0.0017896972
5x11,0.5582751,0.4394874,0.00084403605,0.00027809822,0.00037855626,0.0007368975
5x12,0.6157527,0.38309407,0.00027381122,8.040178e-05,0.00013900988,0.0006599507
5x13,0.5062903,0.49058685,0.0006693346,0.00021254239,0.00030824885,0.0019327712
5x14,0.6025436,0.39571124,0.00067969196,0.00010399329,0.00028687803,0.0006746139
5x15,0.60203975,0.39348778,0.001049071,9.7564494e-05,0.00033856256,0.0029872693
5x16,0.6024473,0.39613035,0.0005688506,6.587892e-05,0.00027689993,0.0005107182
5x17,0.51792234,0.48074716,0.0005279433,7.709561e-05,0.00021455971,0.000510881
5x18,0.3608681,0.4399767,0.0013445558,0.00031043042,0.000787007,0.19671324
5x19,0.46432513,0.42259273,0.0017848763,0.00011048498,0.00056283554,0.1106239
5x20,0.49031478,0.38543662,0.022560507,0.00020195075,0.043859094,0.057627082
5x21,0.3444429,0.5553862,0.0027501336,0.00012131565,0.013237987,0.08406144
5x22,0.36813557,0.34605995,0.020196786,0.00021641148,0.0016640851,0.2637272
5x23,0.34322384,0.31367424,0.004877794,0.0014641935,0.002055941,0.33470398
