,in_tissue,array_row,array_col,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,pct_counts_in_top_50_genes,pct_counts_in_top_100_genes,pct_counts_in_top_200_genes,pct_counts_in_top_500_genes,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,n_counts,region_ind,E,M,S,B cells memory,B cells naive,Dendritic cells activated,Dendritic cells resting,Eosinophils,Macrophages M0,Macrophages M1,Macrophages M2,Mast cells activated,Mast cells resting,Monocytes,Neutrophils,NK cells activated,NK cells resting,Plasma cells,T cells CD4 memory activated,T cells CD4 memory resting,T cells regulatory (Tregs),T cells CD4 naive,T cells CD8,T cells follicular helper,T cells gamma delta,MixtureType
36x58,1,58,36,7299,8.895629627136483,52509.0,10.868759,25.989830314803175,37.934449332495376,47.37283132415395,59.6297777523853,225.0,5.420535,0.42849797,52509.0,0,0.004564792133216888,0.9951486546889979,0.0002865531777851383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
62x64,1,64,62,2642,7.879669914604289,7312.0,8.8974085,25.574398249452955,39.209518599562365,50.0683807439825,64.59245076586433,85.0,4.454347,1.1624726,7312.0,isolated,0.0006467954627306859,0.5217282870292888,0.4776249175079806,0.0,4.6,0.3,1.1,0.0,0.4,1.3,3.7,2.8,0.0,5.2,2.3,2.2,0.0,2.5,0.0,0.0,9.4,2.9,8.2,1.1,0.0,MS Mixture
29x17,1,17,29,1068,6.974478911025045,1697.0,7.4372063,22.569239835002946,33.11726576311138,45.78668238067177,66.52916912197998,23.0,3.1780539,1.355333,1697.0,isolated,0.00016606541944330587,0.00016606541944330587,0.9996678691611135,13.8,0.0,4.1,12.1,2.2,0.0,4.7,9.5,0.0,15.5,0.0,0.0,10.5,0.0,0.9,0.0,0.0,6.3,2.2,0.0,15.4,2.4,Stroma
29x57,1,57,29,7335,8.9005490139363,55446.0,10.9231825,26.9920282797677,39.18948165782924,48.932294484723876,61.100890956967135,249.0,5.521461,0.4490856,55446.0,0,0.00039800488534043733,0.9573307651811402,0.042271229933519366,0.0,0.2,0.0,1.8,0.0,0.0,0.2,0.0,1.3,0.0,0.5,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
84x18,1,18,84,2307,7.744136627627991,5235.0,8.5633135,23.361986628462272,34.68958930276982,45.50143266475645,60.51575931232092,50.0,3.9318256,0.95510983,5235.0,6,0.00038675799018169667,0.9955622223322276,0.004051019677590693,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,Pure Mes.
40x40,1,40,40,2470,7.81237820598861,5823.0,8.669743,25.26189249527735,36.76798900910184,46.52241112828439,60.81057873948137,134.0,4.905275,2.3012192,5823.0,1,0.010974354579565518,0.6409033846399071,0.34812226078052716,4.3,0.0,2.9,3.7,1.6,2.8,0.7,0.0,0.0,2.9,2.8,0.0,4.9,0.0,1.1,0.0,0.0,0.0,3.3,3.9,0.0,0.0,MS Mixture
53x63,1,63,53,7676,8.945984124827898,63817.0,11.06379,26.525847344751398,39.003713743986715,48.58580002193773,60.83802121691713,206.0,5.332719,0.322798,63817.0,0,0.0002952685737769833,0.9893674753813528,0.010337256044870208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,Pure Mes.
1x65,1,65,1,4454,8.40178233990491,15911.0,9.674829,24.637043554773427,36.42134372446735,46.31387090691974,58.745521965935524,201.0,5.3082676,1.2632769,15911.0,0,0.00040777896721195454,0.985012682847716,0.014579538185071985,0.2,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.0,0.1,Pure Mes.
36x30,1,30,36,3838,8.252967195000798,9693.0,9.179262,17.579696688331786,25.502940266171464,35.417311461879706,50.78922934076138,172.0,5.1532917,1.7744765,9693.0,1,0.999804909499968,6.789566421992181e-05,0.00012719483581189234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Epi.
53x61,1,61,53,6570,8.790421306897867,54202.0,10.900492,32.10951625401277,47.03147485332644,57.11043872919819,68.5048522194753,249.0,5.521461,0.45939264,54202.0,0,0.007286654557241652,0.9921844232832128,0.0005289221595456041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
79x31,1,31,79,6880,8.83651926920248,46499.0,10.747208,27.402739843867607,40.63098131142605,50.00752704359234,61.291640680444736,441.0,6.09131,0.94840753,46499.0,0,0.00019851129464407152,0.9996029774107034,0.0001985112946526013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
70x40,1,40,70,6527,8.783855896643942,41899.0,10.643041,28.804983412491946,42.34707272249935,51.442755197021405,62.485978185636895,323.0,5.7807436,0.77090144,41899.0,0,0.00984273911120967,0.9817300711697005,0.008427189719089848,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
57x31,1,31,57,5890,8.681181041521688,27469.0,10.22085,25.04277549237322,37.751647311514795,46.96202992464232,58.695256470930865,398.0,5.988961,1.4489061,27469.0,0,0.04287850443476494,0.956569618428921,0.0005518771363141733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
63x61,1,61,63,1651,7.409741954080923,3780.0,8.237743,26.931216931216934,39.86772486772487,51.613756613756614,69.55026455026456,75.0,4.3307333,1.984127,3780.0,isolated,0.0005537782653093329,0.289092051077564,0.7103541706571266,20.2,0.0,0.0,0.0,0.0,0.0,0.0,7.5,9.1,0.0,0.0,5.1,0.0,12.7,0.0,0.0,13.0,0.0,0.0,2.4,0.0,1.1,Stroma
14x64,1,64,14,7382,8.906935339059165,53949.0,10.895813,26.145062929804077,38.60683237872806,48.10839867282063,60.23651967599029,687.0,6.5337887,1.2734249,53949.0,0,0.00014253859549489617,0.9997149228090261,0.00014253859547903758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
60x26,1,26,60,1304,7.173958319756794,2477.0,7.815207,25.433992733144933,37.3031893419459,49.61647153815099,67.54138070246266,68.0,4.2341065,2.7452564,2477.0,1,0.00027585118700356983,0.7214326624617007,0.27829148635129564,0.0,4.1,0.1,5.6,0.0,1.2,1.2,0.0,0.0,1.9,1.8,0.1,2.1,0.0,1.7,4.8,0.0,0.1,2.3,0.8,0.0,0.0,MS Mixture
56x34,1,34,56,3352,8.117610746466228,8827.0,9.085684,22.53313696612666,33.19361051319814,43.185680299082364,57.22215928401495,168.0,5.1298985,1.9032514,8827.0,isolated,0.007738095817750233,0.8447547653064833,0.14750713887576639,0.9,0.0,0.4,0.0,0.0,6.4,0.4,1.4,0.0,0.7,0.0,1.0,0.0,0.7,0.6,0.7,0.0,0.1,0.0,0.8,0.6,0.2,MS Mixture
48x30,1,30,48,919,6.824373670043086,1631.0,7.3975616,28.510116492949113,40.03678724708767,53.77069282648682,74.31023911710606,75.0,4.3307333,4.598406,1631.0,1,0.0004268187286667081,0.3473324288324681,0.652240752438865,0.0,7.9,4.5,1.7,0.0,1.0,2.9,7.7,0.0,6.4,0.0,9.7,2.9,0.0,3.5,0.0,13.4,0.0,0.0,0.0,3.4,0.3,Stroma
69x27,1,27,69,3480,8.15507488781144,9693.0,9.179262,22.872175796966886,34.82925822758692,44.68172908284329,58.18632002476014,217.0,5.3844953,2.238729,9693.0,isolated,0.000527880214799994,0.8675359613658409,0.13193615841935916,0.3,0.1,0.0,9.8,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.6,0.0,0.3,0.2,0.6,0.0,0.1,0.0,0.0,0.1,0.1,MS Mixture
34x34,1,34,34,1778,7.483806687665835,3267.0,8.091933,20.355065809611265,29.813284358738905,41.29170492806856,60.88154269972452,104.0,4.65396,3.1833484,3267.0,1,0.46965313877842024,0.0006880429838276497,0.529658818237752,0.0,8.3,0.3,4.6,0.0,0.6,0.8,1.2,0.0,3.0,0.0,3.0,0.8,0.0,12.4,2.9,13.7,0.0,0.0,0.0,0.0,1.3,Stroma
75x23,1,23,75,1754,7.470224135899966,3579.0,8.183118,23.91729533389215,35.7921207041073,46.94048616932104,64.87845766974016,113.0,4.7361984,3.1573064,3579.0,isolated,0.013157711599245685,0.7366981729804148,0.2501441154203395,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,19.7,0.0,2.1,0.0,0.4,0.0,0.2,0.0,0.0,0.4,1.1,0.3,0.1,0.0,MS Mixture
80x44,1,44,80,6953,8.847072312567807,49454.0,10.808819,27.36280179560804,40.008897156953935,49.433817284749466,61.28725684474461,299.0,5.7037826,0.6046023,49454.0,0,0.0002158599518446209,0.9995682800963285,0.00021585995182699796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
18x58,1,58,18,7010,8.855235623206967,44977.0,10.713929,23.80772394779554,35.74271294217044,45.81230406652289,58.33203637414679,402.0,5.9989367,0.8937902,44977.0,0,0.0003989829823704834,0.9676090067173381,0.031992010300291494,0.0,0.0,0.0,1.5,0.0,0.0,0.4,0.0,0.2,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.0,Pure Mes.
27x33,1,33,27,1018,6.926577033222725,1667.0,7.4193807,24.59508098380324,35.63287342531494,48.23035392921416,68.92621475704858,49.0,3.912023,2.939412,1667.0,1,0.04664503274125038,0.00014833648481466037,0.953206630773935,0.0,18.0,0.0,0.0,0.3,0.7,3.2,10.0,0.0,2.9,0.0,2.3,0.0,0.0,17.2,6.3,0.0,0.0,4.6,13.1,7.4,9.3,Stroma
76x22,1,22,76,1354,7.2115567333138015,2579.0,7.8555446,26.560682435052346,38.774718883288095,50.09693679720822,66.88639007367196,96.0,4.574711,3.722373,2579.0,isolated,0.0004316199621035628,0.46804804154847446,0.5315203384894219,3.7,0.0,2.6,1.8,0.0,0.0,0.6,8.2,0.0,4.0,0.0,5.5,5.0,0.0,4.6,2.8,0.0,0.0,4.2,5.9,1.5,2.7,Stroma
32x32,1,32,32,2054,7.628031126930335,3901.0,8.269244,19.841066393232502,29.556523968213277,40.271725198667006,57.78005639579595,121.0,4.804021,3.1017687,3901.0,1,0.32958329070321074,0.00026816261097612837,0.6701485466858131,0.0,8.8,1.2,0.0,0.0,28.7,0.1,3.9,2.5,0.0,0.0,3.4,0.9,0.7,1.4,0.8,0.0,0.0,1.9,0.0,7.8,4.9,Stroma
74x56,1,56,74,1698,7.4377951216719325,3689.0,8.213382,26.701002981837895,38.35727839522906,49.878015722418,67.49796692870696,94.0,4.553877,2.548116,3689.0,1,0.0005169999057444233,0.0598875520707563,0.9395954480234993,13.8,0.0,0.0,7.5,0.0,0.0,4.8,0.0,11.1,0.0,17.1,0.0,0.0,4.0,0.0,0.8,15.5,7.2,0.0,9.3,0.8,2.1,Stroma
84x34,1,34,84,7332,8.9001399880938,57522.0,10.95994,29.393971002399084,42.571537846389205,51.75063453982824,63.09064357984771,224.0,5.4161005,0.38941622,57522.0,0,0.004364784361376459,0.9953577519369707,0.0002774637016528408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
81x47,1,47,81,5772,8.660947155060933,37703.0,10.537521,33.05837731745485,48.595602471951835,58.02986499748031,68.63114341033871,415.0,6.0306854,1.1007081,37703.0,0,0.00024454703938303006,0.9995109059211715,0.0002445470394454206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
64x50,1,50,64,3651,8.20303024171486,11556.0,9.355046,22.438560055382485,35.1938386985116,45.81169955001731,59.68328141225337,171.0,5.1474943,1.4797508,11556.0,isolated,0.000576397324189609,0.5810275050591309,0.4183960976166795,3.1,0.5,0.0,25.6,0.3,0.0,2.6,0.0,2.5,0.0,0.0,0.0,0.0,3.1,0.0,0.8,2.8,0.0,0.0,0.0,0.6,0.1,MS Mixture
100x76,1,76,100,1304,7.173958319756794,2338.0,7.7574787,24.379811804961506,35.543199315654405,47.86142001710864,65.61163387510693,22.0,3.1354942,0.9409752,2338.0,isolated,0.0003601280447678458,0.0003816985163796701,0.9992581734388525,0.0,17.1,1.6,11.1,0.0,0.7,6.9,3.5,3.1,0.0,7.1,6.0,0.0,5.1,5.7,12.9,12.8,0.0,0.0,0.0,4.4,1.9,Stroma
53x51,1,51,53,6447,8.771525284186465,48537.0,10.790102,30.319137977213263,44.011784823948744,53.758987988544824,65.54381193728496,147.0,4.9972124,0.30286172,48537.0,0,0.00043424963320625636,0.983220769128694,0.016344981238099684,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,Pure Mes.
16x20,1,20,16,1244,7.126890808898808,2028.0,7.6152983,20.216962524654832,30.17751479289941,42.70216962524655,63.31360946745562,28.0,3.3672957,1.3806707,2028.0,1,0.2044666203520638,0.00027246779605960726,0.7952609118518765,0.4,1.2,0.0,0.0,5.6,37.4,0.0,10.6,2.4,0.0,0.0,4.0,0.0,7.1,0.3,1.5,0.0,5.0,0.1,0.5,3.3,0.0,Stroma
89x29,1,29,89,3872,8.261784679514752,12292.0,9.416785,25.54506996420436,38.08167914090465,47.82785551578262,60.397006182883175,231.0,5.4467373,1.8792711,12292.0,isolated,0.00049554294007995,0.9315231708684794,0.06798128619144068,0.0,0.0,0.0,0.4,0.7,0.1,0.2,0.0,0.0,0.8,0.0,0.8,0.2,0.0,0.4,0.3,0.0,0.3,0.9,1.1,0.1,0.4,Pure Mes.
70x56,1,56,70,2780,7.930565854233965,7429.0,8.913281,22.896755956387132,34.459550410553234,45.94158029344461,61.44837797819357,144.0,4.9767337,1.9383497,7429.0,isolated,0.0003643575017360914,0.00036435750173618726,0.9992712849965277,0.0,12.9,2.1,8.4,2.9,0.0,4.3,16.1,0.0,15.5,0.0,2.1,8.3,0.0,1.8,3.0,0.0,2.7,0.0,13.5,4.3,2.0,Stroma
46x62,1,62,46,6917,8.841881989497114,45513.0,10.725775,26.590204996374663,38.81967789422802,48.274119482345704,60.215762529387206,312.0,5.7462034,0.68551844,45513.0,0,0.002315683533929991,0.9972839562437978,0.00040036022227219305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
84x46,1,46,84,7432,8.913684824725294,60970.0,11.018153,29.606363785468265,43.14744956536001,52.18960144333279,63.21633590290306,249.0,5.521461,0.40839756,60970.0,0,0.0003298521525940039,0.9935300737516166,0.006140074095789321,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,Pure Mes.
41x41,1,41,41,2057,7.629489916393995,4577.0,8.429017,25.322263491369895,37.07668778675989,48.35044789163207,63.2947345422766,142.0,4.962845,3.102469,4577.0,1,0.00043598705080238404,0.5510224956580048,0.44854151729119285,3.6,0.0,0.4,0.0,1.5,0.0,2.0,2.0,19.0,0.0,0.7,0.0,1.8,0.3,1.2,0.0,0.0,4.8,3.0,4.2,0.4,0.0,MS Mixture
21x47,1,47,21,1407,7.249925536717988,2830.0,7.9483852,27.879858657243815,39.399293286219084,51.342756183745585,67.95053003533569,120.0,4.7957907,4.2402825,2830.0,1,0.00042799848955951084,0.6136446974421739,0.38592730406826664,0.0,4.4,1.5,0.0,0.0,3.8,2.7,0.0,0.0,0.1,14.9,0.0,1.6,0.0,0.0,1.7,2.1,0.0,0.0,3.9,1.8,0.0,MS Mixture
76x40,1,40,76,6893,8.83840674707681,46004.0,10.7365055,27.23893574471785,39.7900182592818,49.02182418920094,60.53169289626988,163.0,5.0998664,0.354317,46004.0,0,0.009393633715105779,0.9902048120303042,0.0004015542545900321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
32x26,1,26,32,1240,7.123672785204607,1990.0,7.596392,21.30653266331658,30.60301507537688,42.61306532663316,62.8140703517588,68.0,4.2341065,3.4170854,1990.0,1,0.0693152193388947,4.2545847476855755e-05,0.9306422348136284,0.0,23.0,0.0,0.0,0.9,17.6,5.1,2.9,0.0,4.4,0.0,0.0,0.0,0.0,3.6,3.2,0.0,6.2,15.2,0.3,0.0,10.6,Stroma
20x30,1,30,20,1047,6.954638864880987,1616.0,7.388328,22.896039603960396,33.415841584158414,45.97772277227723,66.1509900990099,52.0,3.9702919,3.2178218,1616.0,1,0.03099865729255127,0.00044624602536956807,0.9685550966820793,0.0,15.4,0.7,0.0,1.5,0.0,0.8,10.0,0.0,7.7,0.0,0.0,2.9,0.0,0.0,14.4,0.0,0.0,17.4,4.4,7.8,13.8,Stroma
77x77,1,77,77,2720,7.908754738783246,6769.0,8.820256,23.90308760525927,35.39666124981534,45.92997488550746,60.289555325749745,116.0,4.762174,1.7136948,6769.0,isolated,0.0005652498269079719,0.6412471688836782,0.35818758128941397,7.8,0.0,0.0,1.8,0.0,3.1,1.5,0.0,0.7,0.0,9.4,1.5,0.0,0.3,0.6,1.5,3.0,2.9,0.0,1.7,0.0,0.0,MS Mixture
30x38,1,38,30,1538,7.338888133838879,2871.0,7.962764,24.3120863810519,35.0400557297109,46.42981539533263,63.84535005224661,70.0,4.26268,2.438175,2871.0,1,0.13660178596599515,0.00033816997341956255,0.8630600440605853,7.1,0.0,0.5,4.9,0.0,4.1,4.8,0.0,0.0,14.9,8.7,0.8,8.6,0.0,3.8,4.9,0.0,0.0,13.6,8.6,1.0,0.0,Stroma
95x49,1,49,95,2637,7.87777633327726,6665.0,8.804775,24.951237809452362,37.689422355588896,48.207051762940736,62.235558889722434,108.0,4.691348,1.6204052,6665.0,isolated,0.0006443150875827182,0.448699934310922,0.5506557506014953,0.0,2.2,0.0,9.5,0.0,0.0,4.8,0.0,4.3,0.0,13.6,0.0,0.0,6.7,1.5,0.0,2.4,2.0,0.0,5.9,2.1,0.0,Stroma
92x56,1,56,92,1407,7.249925536717988,2629.0,7.874739,26.20768352985926,37.200456447318366,48.30734119437049,65.50019018638265,72.0,4.2904596,2.738684,2629.0,1,0.0003054719265676659,0.0003054719265677462,0.9993890561468647,17.1,0.0,9.8,2.7,0.0,2.3,1.5,0.0,10.8,0.0,14.8,1.1,2.0,1.0,0.3,0.0,20.7,1.5,0.0,5.3,3.2,5.9,Stroma
62x30,1,30,62,5180,8.552753366814787,22116.0,10.004102,25.21251582564659,37.841381805028036,47.28703201302225,59.32356664858022,348.0,5.855072,1.5735215,22116.0,0,0.010038288501102997,0.9894023667199926,0.0005593447789044035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
45x29,1,29,45,1017,6.925595197110468,1754.0,7.4702244,26.396807297605474,38.02736602052452,50.8551881413911,70.52451539338655,48.0,3.8918204,2.736602,1754.0,1,0.06681605410654519,0.09891882905382962,0.8342651168396252,0.0,13.4,0.5,0.0,0.0,1.7,2.5,0.0,5.6,4.7,20.9,0.0,0.0,2.1,5.2,8.0,0.0,2.0,14.1,2.8,0.0,0.0,Stroma
32x58,1,58,32,6848,8.831857935197906,47933.0,10.77758,28.228986293367825,40.86954707612709,50.393257254918325,61.93436672021363,152.0,5.030438,0.31710932,47933.0,0,0.0001993591430942673,0.999601281713529,0.000199359143376738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
15x57,1,57,15,5464,8.60611940061064,23456.0,10.062924,22.67650068212824,34.2556275579809,44.08680081855389,57.12824010914051,475.0,6.1654177,2.0250683,23456.0,0,0.0003357619275949667,0.9538110189155428,0.04585321915686237,0.1,0.0,0.0,3.0,0.0,0.0,0.1,0.0,0.2,0.0,0.3,0.0,0.0,0.4,0.0,0.1,0.3,0.0,0.0,0.1,0.0,0.0,Pure Mes.
55x37,1,37,55,2331,7.754481547470383,5561.0,8.6237135,24.77971587843913,37.40334472217227,47.76119402985074,62.129113468800576,139.0,4.9416423,2.4995503,5561.0,1,0.05119194801718186,0.9482848505291468,0.0005232014536712478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
37x57,1,57,37,7199,8.881836305004146,50480.0,10.829352,26.40253565768621,38.76386687797147,47.92789223454834,60.00990491283677,205.0,5.327876,0.40610144,50480.0,0,0.002302666292971555,0.9972737309647212,0.0004236027423073235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
2x56,1,56,2,2310,7.745435610274381,5403.0,8.594894,23.320377568017765,35.59133814547474,46.27059041273366,61.539885248935775,111.0,4.7184987,2.0544143,5403.0,1,0.0005168947523297756,0.884441148724776,0.11504195652289438,1.0,0.0,0.6,0.0,0.0,0.0,0.2,1.0,1.5,0.0,0.0,1.2,0.0,2.4,0.7,0.0,2.7,0.0,0.0,0.2,0.0,0.0,MS Mixture
75x47,1,47,75,4223,8.348537825386098,15676.0,9.65995,25.48481755549885,38.5876499106915,48.87088542995662,61.54631283490687,297.0,5.6970935,1.894616,15676.0,0,0.0005197541094828303,0.8494062152415707,0.15007403064894645,0.0,0.9,0.2,2.2,0.7,0.0,0.0,0.0,3.1,0.0,1.1,0.0,0.0,3.8,0.2,0.8,2.0,0.2,0.0,0.0,0.0,0.0,MS Mixture
80x50,1,50,80,3431,8.140898460607852,9931.0,9.203517,23.34105326754607,35.716443459873126,45.6248111972611,59.379720068472466,210.0,5.351858,2.1145906,9931.0,isolated,0.000592238511962873,0.7200621809357757,0.2793455805522615,1.3,0.7,0.0,5.4,0.0,0.0,0.6,0.0,4.9,0.0,0.8,0.0,0.0,3.3,1.3,1.5,7.1,1.0,0.0,0.0,0.0,0.1,MS Mixture
2x36,1,36,2,1028,6.9363427358340495,1698.0,7.437795,24.02826855123675,34.80565371024735,47.76207302709069,68.90459363957598,40.0,3.713572,2.3557127,1698.0,1,0.0003634410892747394,0.0004888927519867627,0.9991476661587385,0.0,26.8,4.3,0.0,0.0,0.1,0.0,10.1,0.0,6.1,0.0,9.8,0.0,0.0,23.4,5.1,1.4,0.0,0.0,4.0,8.7,0.0,Stroma
37x45,1,45,37,2708,7.904334842085095,6754.0,8.818038,22.283091501332546,34.23156647912348,45.0992004737933,60.586319218241044,137.0,4.9272537,2.0284276,6754.0,1,0.000544839583290808,0.7300923805850554,0.2693627798316538,0.0,1.5,0.0,2.9,0.0,0.0,0.8,0.0,10.9,0.0,2.9,0.2,1.0,0.0,1.4,0.0,2.1,0.0,0.0,0.7,2.1,0.4,MS Mixture
4x26,1,26,4,1003,6.911747300251674,1635.0,7.4000096,24.52599388379205,35.59633027522936,48.62385321100918,69.2354740061162,48.0,3.8918204,2.9357798,1635.0,1,0.08329675726642702,0.0003269123392466261,0.9163763303943264,23.3,0.0,1.1,2.2,3.9,10.2,1.6,3.5,4.9,0.0,0.0,0.4,0.0,8.7,6.3,0.0,0.0,0.0,14.2,4.6,6.7,0.0,Stroma
29x31,1,31,29,1543,7.342131730584722,2636.0,7.877397,20.333839150227618,29.400606980273142,41.23672230652504,60.43247344461305,50.0,3.9318256,1.8968133,2636.0,1,0.22671598193442186,0.00015190266480461797,0.7731321154007735,1.8,1.9,0.8,0.0,0.0,9.9,0.1,10.4,2.8,0.0,0.0,4.8,0.0,0.0,35.2,1.7,0.0,0.0,3.5,1.7,0.0,2.7,Stroma
63x29,1,29,63,4567,8.426830751335846,15371.0,9.640303,21.87235703597684,33.28345585843471,43.53652982889857,56.41142411033765,248.0,5.5174527,1.6134279,15371.0,0,0.0005399884085479217,0.9401077456529204,0.05935226593853158,0.9,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.3,0.0,2.3,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.0,Pure Mes.
74x28,1,28,74,6974,8.850087606689566,39073.0,10.573213,23.00053745553195,34.018375860568675,43.395695237120265,55.941442940137684,180.0,5.198497,0.46067616,39073.0,0,0.0069477692994805535,0.9570915106963077,0.03596072000421178,0.0,0.1,0.0,2.1,0.0,0.0,1.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
87x25,1,25,87,4936,8.504513138258863,19189.0,9.862144,24.180520089634687,35.963312314346766,45.43749022877691,57.94986711136588,373.0,5.924256,1.943822,19189.0,0,0.0005404522429224056,0.8799582142803438,0.11950133347673385,1.6,0.0,0.0,4.7,0.0,0.5,0.5,0.0,0.7,0.0,0.0,0.0,0.7,0.0,0.0,0.0,2.3,0.5,0.0,0.0,0.5,0.0,MS Mixture
28x30,1,30,28,1285,7.1592919047975645,2212.0,7.7021046,23.688969258589513,32.86618444846293,44.07775768535262,64.5117540687161,58.0,4.0775375,2.6220615,2212.0,1,0.16669350913346853,0.00010902455077074759,0.8331974663157606,0.0,8.6,0.0,0.0,0.0,22.7,3.7,5.7,2.8,3.1,0.0,5.6,0.0,2.1,10.5,0.0,9.5,2.0,0.0,0.0,3.4,3.5,Stroma
79x33,1,33,79,7507,8.9237243977064,56603.0,10.943835,26.177057753122625,38.13932123739024,47.46214864936488,59.29014363196296,212.0,5.3612924,0.37453845,56603.0,0,0.0037779909051035626,0.9959367062357627,0.00028530285913378297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
23x45,1,45,23,1011,6.919683849847411,1786.0,7.4882936,27.827547592385223,39.13773796192609,51.847704367301226,71.38857782754759,68.0,4.2341065,3.807391,1786.0,1,0.00032105977414279523,0.6024157540016578,0.39726318622419937,0.0,8.0,1.8,4.4,0.0,0.0,1.5,4.9,1.9,0.0,0.0,1.1,0.0,6.0,2.4,2.3,1.3,2.0,0.0,1.3,0.0,0.7,MS Mixture
